"","street","zipcode","City","price","PublishedDate","buildKind","ConstructionYear","LivingArea","LotArea","Volume","Rooms","Bedrooms","Bathrooms","EnergyLable","Garden","GardenArea","Depth","Width","GardenAim","Storage","ExStor_TOT","PricePerM2","CityAmersfoort","CityAmsterdam","CityDen.Bosch","CityDen.Haag","CityEindhoven","CityGroningen","CityHaarlem","CityMiddelburg","CityRotterdam","CityTilburg","CityUtrecht","CityZwolle","buildKindBestaande.bouw","buildKindNieuwbouw","EnergyLableA","EnergyLableB","EnergyLableC","EnergyLableD","EnergyLableE","EnergyLableF","EnergyLableG","Gardengarden","Gardenpatio","Gardenterras.balkon","GardenAimEast","GardenAimNorth","GardenAimOther","GardenAimSouth","GardenAimWest","Storageindoor","Storageoutdoor","Total_reported","Hospital_admission","Deceased"
"86","Grasduin 39","5658 HL","Eindhoven",935000,2021-04-29,"Bestaande bouw","2003",210,546,854,5,4,2,"A","garden",255,15,17,"South","outdoor",69,4452.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,138,2,0
"87","'t Zand 18","3811 GC","Amersfoort",450000,2021-04-30,"Bestaande bouw","1913",86,71,337,5,4,1,"F","NoGarden",0,0,0,"NoGarden","outdoor",2,5232.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,43,0,0
"88","Ank van der Moerstraat 29","1065 LH","Amsterdam",750000,2021-04-29,"Bestaande bouw","2018",132,22,505,6,5,3,"A","garden",30,5,6,"South","outdoor",9,5681.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,139,3,3
"89","Ank van der Moerstraat 29","1065 LH","Amsterdam",750000,2021-04-29,"Bestaande bouw","2018",132,22,505,6,5,3,"A","garden",30,5,6,"South","outdoor",9,5681.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,120,1,1
"90","Bernulfusstraat 6","3817 BL","Amersfoort",595000,2021-04-29,"Bestaande bouw","1921",102,170,434,4,3,1,"E","garden",75,11.5,6.5,"North","outdoor",25,5833.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,55,0,0
"91","Michelangelolaan 33","5623 EH","Eindhoven",325000,2021-04-30,"Bestaande bouw","1963",90,157,347,5,4,1,"C","NoGarden",0,0,0,"NoGarden","outdoor",17,3611.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,0,0
"92","George Ortonpad 9","1034 WN","Amsterdam",515000,2021-04-29,"Bestaande bouw","1995",119,95,394,4,3,1,"A","garden",25,5,5,"South","outdoor",27,4327.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,139,3,3
"93","George Ortonpad 9","1034 WN","Amsterdam",515000,2021-04-29,"Bestaande bouw","1995",119,95,394,4,3,1,"A","garden",25,5,5,"South","outdoor",27,4327.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,120,1,1
"94","Kiplinglaan 49","5629 MK","Eindhoven",4e+05,2021-04-30,"Bestaande bouw","1997",136,160,471,5,4,1,"B","garden",66,11.5,5.75,"North","outdoor",9,2941.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,92,0,0
"95","Aarschotlaan 32","5628 TN","Eindhoven",295000,2021-04-29,"Bestaande bouw","1966",108,154,375,5,4,1,"B","garden",52,8.3,6.3,"East","outdoor",8,2731.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,138,2,0
"96","Molenweg 43","9751 AG","Groningen",750000,2021-04-30,"Bestaande bouw","1932",183,540,800,6,4,2,"C","garden",290,22.5,12.9,"South","outdoor",40,4098.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,50,0,0
"97","Ranonkelstraat 56","5644 LD","Eindhoven",345000,2021-04-29,"Bestaande bouw","1935",91,130,324,4,3,1,"F","garden",65,13,5,"North","outdoor",16,3791.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,138,2,0
"98","Utrechtseweg 309","3818 EK","Amersfoort",1495000,2021-04-29,"Bestaande bouw","1920",255,8605,1016,8,5,1,"F","garden",0,0,0,"NoGarden","outdoor",203,5862.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,55,0,0
"99","Marc Chagallstraat 28","3059 VM","Rotterdam",895000,2021-04-28,"Bestaande bouw","2009",200,475,735,6,5,2,"A","garden",160,8,20,"South","indoor",8,4475,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,498,4,0
"100","Grastapijt 17","5658 HH","Eindhoven",415000,2021-04-28,"Bestaande bouw","2003",133,156,444,5,4,2,"A","garden",80,14.5,5.5,"North","outdoor",10,3120.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,145,0,0
"101","Soesterweg 494","3812 BN","Amersfoort",425000,2021-04-28,"Bestaande bouw","1933",119,180,412,5,4,1,"F","garden",78,13,6,"South","outdoor",25,3571.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,54,2,0
"102","Valutaboulevard 21","3825 BS","Amersfoort",650000,2021-04-26,"Bestaande bouw","2005",187,370,772,5,3,1,"A","garden",0,0,0,"NoGarden","outdoor",14,3475.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,52,0,0
"103","Floralaan Oost 102","5643 JD","Eindhoven",5e+05,2021-04-27,"Bestaande bouw","1939",138,135,637,8,5,1,"C","garden",55,10,5.5,"North","outdoor",80,3623.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,115,1,2
"104","Zestienhovensekade 260","3043 KX","Rotterdam",399000,2021-04-25,"Bestaande bouw","1936",97,96,325,4,3,1,"D","garden",53,10.79,4.91,"South","outdoor",6,4113.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,429,6,2
"105","Victoriameer 145","3825 VR","Amersfoort",725000,2021-05-12,"Bestaande bouw","2016",167,274,625,4,3,1,"A","garden",96,12,8,"South","outdoor",17,4341.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,33,1,0
"106","Het Haf 15","3823 TP","Amersfoort",469000,2021-04-23,"Bestaande bouw","1996",162,151,585,7,6,3,"B","garden",63,9,7,"South","outdoor",30,2895.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,74,0,0
"107","Olympiakade 12","1076 XP","Amsterdam",2750000,2021-04-23,"Bestaande bouw","1931",285,115,1177,8,7,3,"A","garden",0,0,0,"NoGarden","outdoor",46,9649.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,249,3,0
"108","Olympiakade 12","1076 XP","Amsterdam",2750000,2021-04-23,"Bestaande bouw","1931",285,115,1177,8,7,3,"A","garden",0,0,0,"NoGarden","outdoor",46,9649.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,169,2,1
"109","Piet Mondriaanlaan 163","3812 GT","Amersfoort",559000,2021-04-22,"Bestaande bouw","2010",133,2391,557,4,3,1,"A","terras/balkon",38,7.6,5,"West","outdoor",74,4203,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,61,0,0
"110","Balsemkruid 57","3068 DA","Rotterdam",433500,2021-04-21,"Bestaande bouw","1972",144,142,474,6,5,1,"D","garden",53,8.76,6,"South","outdoor",7,3010.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,380,3,1
"111","Zwanebloemlaan 328","1087 KE","Amsterdam",850000,2021-04-24,"Bestaande bouw","2004",205,121,719,6,4,2,"A","garden",20,4,5,"South","indoor",45,4146.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,178,2,1
"112","Zwanebloemlaan 328","1087 KE","Amsterdam",850000,2021-04-24,"Bestaande bouw","2004",205,121,719,6,4,2,"A","garden",20,4,5,"South","indoor",45,4146.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,117,1,0
"113","Noorder Valdeur 4","1035 KA","Amsterdam",450000,2021-04-21,"Bestaande bouw","1993",107,110,360,4,3,1,"B","garden",47,9,5.2,"South","indoor",0,4205.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,187,8,0
"114","Noorder Valdeur 4","1035 KA","Amsterdam",450000,2021-04-21,"Bestaande bouw","1993",107,110,360,4,3,1,"B","garden",47,9,5.2,"South","indoor",0,4205.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,139,6,0
"115","Willem van Hillegaersbergstraat 47","3051 RB","Rotterdam",575000,2021-04-23,"Bestaande bouw","1923",169,81,804,8,4,1,"C","terras/balkon",0,0,0,"NoGarden","indoor",88,3402.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,465,2,1
"116","Cornelis Zillesenlaan 94","1086 ZK","Amsterdam",1100000,2021-04-22,"Bestaande bouw","2007",216,120,904,7,4,2,"A","NoGarden",0,0,0,"Other","outdoor",60,5092.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,202,3,0
"117","Cornelis Zillesenlaan 94","1086 ZK","Amsterdam",1100000,2021-04-22,"Bestaande bouw","2007",216,120,904,7,4,2,"A","NoGarden",0,0,0,"Other","outdoor",60,5092.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,162,1,1
"118","Puntenburgerlaan 13","3812 CA","Amersfoort",585000,2021-04-20,"Bestaande bouw","2010",140,123,508,5,4,1,"A","garden",54,10,5.35,"North","outdoor",5,4178.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,52,2,0
"119","Wolphaertsbocht 284","3081 KR","Rotterdam",450000,2021-04-18,"Bestaande bouw","1929",231,86,824,6,4,2,"B","terras/balkon",0,0,0,"NoGarden","outdoor",14,1948.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,418,3,0
"120","Venetiëstraat 33","5632 RM","Eindhoven",325000,2021-04-16,"Bestaande bouw","1976",140,144,475,5,4,1,"B","garden",36,6,6,"South","outdoor",7,2321.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,162,0,1
"121","Udinestraat 7","5632 RT","Eindhoven",295000,2021-04-16,"Bestaande bouw","1975",112,158,396,5,3,1,"B","garden",60,10,6,"South","outdoor",5,2633.9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,162,0,1
"122","Zevenhuizerstraat 86","3828 BG","Amersfoort",785000,2021-04-15,"Bestaande bouw","1963",200,459,834,8,4,2,"D","garden",96,12,8,"South","outdoor",80,3925,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,63,0,0
"123","Naardermeer 240","3068 KH","Rotterdam",5e+05,2021-04-14,"Bestaande bouw","1990",137,204,505,5,4,1,"B","garden",104,13,8,"South","indoor",29,3649.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,189,4,3
"124","Melis Stokehof 44","1064 JE","Amsterdam",4e+05,2021-04-12,"Bestaande bouw","2004",145,145,475,4,3,2,"A","terras/balkon",7,1.5,4.5,"West","outdoor",7,2758.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,172,1,1
"125","Melis Stokehof 44","1064 JE","Amsterdam",4e+05,2021-04-12,"Bestaande bouw","2004",145,145,475,4,3,2,"A","terras/balkon",7,1.5,4.5,"West","outdoor",7,2758.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,133,2,0
"126","Kaartmakersring 2","5641 VG","Eindhoven",715000,2021-04-09,"Bestaande bouw","1971-1980",178,318,916,5,3,1,"A","patio",45,9,5,"NoGarden","indoor",126,4016.9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,166,0,0
"127","Bottelaarstraat 11","3071 JD","Rotterdam",550000,2021-04-03,"Bestaande bouw","2019",111,55,429,5,3,2,"A","terras/balkon",20,5.03,3.99,"South","indoor",27,4955,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,330,5,2
"128","Ouborg 3","1083 AE","Amsterdam",3250000,2021-04-03,"Bestaande bouw","1998",348,501,1180,7,3,2,"B","garden",0,0,0,"NoGarden","indoor",88,9339.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,163,4,1
"129","Ouborg 3","1083 AE","Amsterdam",3250000,2021-04-03,"Bestaande bouw","1998",348,501,1180,7,3,2,"B","garden",0,0,0,"NoGarden","indoor",88,9339.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,111,2,0
"130","Ridderspoorweg 38","9753 GK","Groningen",399000,2021-03-26,"Bestaande bouw","1971",140,305,565,7,6,1,"C","garden",100,15,8,"North","outdoor",45,2850,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,57,0,0
"131","Noorder Kerkedijk 35 a","3078 PC","Rotterdam",4e+05,2021-03-27,"Bestaande bouw","2005",139,157,438,5,2,1,"B","garden",46,9.13,5.08,"East","outdoor",23,2877.7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,469,4,1
"132","Arnhemseweg 20","3817 CH","Amersfoort",890000,2021-03-24,"Bestaande bouw","1900",232,200,931,9,4,2,"C","garden",85,17,5,"South","indoor",12,3836.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,91,1,0
"133","Silvoldestraat 141","1107 TE","Amsterdam",430000,2021-03-23,"Bestaande bouw","1983",125,130,315,5,4,2,"C","garden",44,8,5.5,"East","outdoor",11,3440,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,139,1,3
"134","Silvoldestraat 141","1107 TE","Amsterdam",430000,2021-03-23,"Bestaande bouw","1983",125,130,315,5,4,2,"C","garden",44,8,5.5,"East","outdoor",11,3440,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,97,2,1
"135","Florapark 92","5644 BZ","Eindhoven",875000,2021-03-18,"Bestaande bouw","1994",157,264,601,6,4,1,"B","garden",0,0,0,"NoGarden","indoor",36,5573.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,88,0,0
"136","Heermoes 29","3191 KC","Rotterdam",3e+05,2021-03-17,"Bestaande bouw","1988",116,181,410,4,3,1,"B","garden",56,7,8,"West","outdoor",10,2586.2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,218,6,10
"137","Fledermauspad 13","3194 WB","Rotterdam",220000,2021-03-12,"Bestaande bouw","1985",88,103,288,4,3,1,"D","garden",44,8.7,5.05,"South","outdoor",6,2500,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,241,2,2
"138","Simon van Hapertlaan 7","5626 GE","Eindhoven",725000,2021-03-03,"Bestaande bouw","1989",178,682,761,6,4,2,"C","garden",399,21,19,"South","outdoor",108,4073,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,70,1,2
"139","Korte Koningsstraat 30","1011 GA","Amsterdam",1350000,2021-02-12,"Bestaande bouw","1910",159,45,577,4,2,1,"C","terras/balkon",29,3.75,7.82,"South","outdoor",29,8490.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,98,2,0
"140","Korte Koningsstraat 30","1011 GA","Amsterdam",1350000,2021-02-12,"Bestaande bouw","1910",159,45,577,4,2,1,"C","terras/balkon",29,3.75,7.82,"South","outdoor",29,8490.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,92,1,0
"141","Dorpsweg Ransdorp 94","1028 BS","Amsterdam",1525000,2021-03-02,"Bestaande bouw","Voor 1906",201,770,865,7,5,1,"C","garden",456,19,24,"South","outdoor",60,7587.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,58,4,1
"142","Dorpsweg Ransdorp 94","1028 BS","Amsterdam",1525000,2021-03-02,"Bestaande bouw","Voor 1906",201,770,865,7,5,1,"C","garden",456,19,24,"South","outdoor",60,7587.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,36,2,1
"143","Alkmaardermeer 25 - 27","3068 KL","Rotterdam",540000,2021-02-09,"Bestaande bouw","1993",167,185,1073,5,3,1,"B","NoGarden",0,0,0,"NoGarden","indoor",154,3233.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52,4,3
"144","Gestelsestraat 24","5615 LE","Eindhoven",6e+05,2021-02-08,"Bestaande bouw","1927",168,292,676,4,2,1,"E","garden",0,0,0,"NoGarden","outdoor",62,3571.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,23,0,0
"145","Straatweg 13","3051 BB","Rotterdam",1100000,2021-01-28,"Bestaande bouw","1915",180,514,865,7,6,2,"F","garden",300,25,12,"West","outdoor",99,6111.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,145,3,1
"146","Valutaboulevard 3","3825 BS","Amersfoort",749000,2021-01-21,"Bestaande bouw","2006",280,369,1113,7,4,2,"A","garden",98,7.5,13,"West","indoor",14,2675,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,31,0,0
"147","Louis Armstronglaan 15","5629 RA","Eindhoven",875000,2020-12-18,"Bestaande bouw","2000",262,582,1126,9,5,2,"A","garden",0,0,0,"NoGarden","indoor",33,3339.7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,114,1,2
"148","Buiksloterweg 99","1031 CJ","Amsterdam",1250000,2020-12-04,"Bestaande bouw","1931",180,291,735,9,8,1,"Unknown","garden",120,10,12,"North","NoStorage",81,6944.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,108,2,2
"149","Buiksloterweg 99","1031 CJ","Amsterdam",1250000,2020-12-04,"Bestaande bouw","1931",180,291,735,9,8,1,"Unknown","garden",120,10,12,"North","NoStorage",81,6944.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,117,1,1
"150","Heideweg 29","3829 BC","Amersfoort",850000,2020-12-05,"Bestaande bouw","1939",185,612,955,5,3,1,"C","garden",132,12,11,"South","outdoor",80,4594.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,80,1,3
"151","Barkentijnkade 111","1086 VL","Amsterdam",950000,2020-11-06,"Bestaande bouw","2010",172,118,757,4,3,1,"A","terras/balkon",34,5.98,5.66,"South","indoor",63,5523.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,166,1,3
"152","Barkentijnkade 111","1086 VL","Amsterdam",950000,2020-11-06,"Bestaande bouw","2010",172,118,757,4,3,1,"A","terras/balkon",34,5.98,5.66,"South","indoor",63,5523.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,145,3,5
"153","Zandoever 37","5658 AA","Eindhoven",899000,2020-11-06,"Bestaande bouw","2004",361,768,1404,7,4,1,"A","NoGarden",0,0,0,"NoGarden","outdoor",55,2490.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,0,1
"154","Stadsweg 86","9793 PD","Groningen",595000,2020-10-31,"Bestaande bouw","1853",324,2895,1699,8,5,1,"Unknown","garden",0,0,0,"NoGarden","outdoor",105,1836.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,37,0,0
"155","Venuslaan 285","5632 HG","Eindhoven",3e+05,2021-05-13,"Bestaande bouw","1974",115,350,350,4,3,1,"D","NoGarden",0,0,0,"NoGarden","NoStorage",18,2608.7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0
"156","Westlandgracht 259","1059 TS","Amsterdam",475000,2021-05-13,"Bestaande bouw","1935",56,197,197,3,2,1,"A","NoGarden",0,0,0,"NoGarden","indoor",0,8482.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,114,0,1
"157","Westlandgracht 259","1059 TS","Amsterdam",475000,2021-05-13,"Bestaande bouw","1935",56,197,197,3,2,1,"A","NoGarden",0,0,0,"NoGarden","indoor",0,8482.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59,0,0
"158","Albatrospad 127","1021 TR","Amsterdam",4e+05,2021-05-13,"Bestaande bouw","2005",85,280,280,3,2,1,"A","terras/balkon",0,0,0,"NoGarden","outdoor",5,4705.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,114,0,1
"159","Albatrospad 127","1021 TR","Amsterdam",4e+05,2021-05-13,"Bestaande bouw","2005",85,280,280,3,2,1,"A","terras/balkon",0,0,0,"NoGarden","outdoor",5,4705.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,59,0,0
"160","Veembroederhof 255","1019 HD","Amsterdam",1250000,2021-05-13,"Bestaande bouw","2006",183,578,578,6,5,2,"A","terras/balkon",0,0,0,"NoGarden","outdoor",21,6830.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,114,0,1
"161","Veembroederhof 255","1019 HD","Amsterdam",1250000,2021-05-13,"Bestaande bouw","2006",183,578,578,6,5,2,"A","terras/balkon",0,0,0,"NoGarden","outdoor",21,6830.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,59,0,0
"162","Tretjakovlaan 82","1064 PR","Amsterdam",570000,2021-05-13,"Bestaande bouw","1998",113,342,342,3,2,1,"C","terras/balkon",0,0,0,"NoGarden","indoor",14,5044.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,114,0,1
"163","Tretjakovlaan 82","1064 PR","Amsterdam",570000,2021-05-13,"Bestaande bouw","1998",113,342,342,3,2,1,"C","terras/balkon",0,0,0,"NoGarden","indoor",14,5044.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,59,0,0
"164","Zeeburgerkade 118","1019 HH","Amsterdam",550000,2021-05-12,"Bestaande bouw","1905",105,361,361,3,2,1,"D","NoGarden",0,0,0,"NoGarden","outdoor",0,5238.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,181,2,2
"165","Zeeburgerkade 118","1019 HH","Amsterdam",550000,2021-05-12,"Bestaande bouw","1905",105,361,361,3,2,1,"D","NoGarden",0,0,0,"NoGarden","outdoor",0,5238.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,97,3,0
"166","Jan van Schaffelaarplantsoen 15 A","1061 DL","Amsterdam",575000,2021-05-12,"Bestaande bouw","1952",106,388,388,5,4,1,"D","garden",45,4.5,9.92,"West","indoor",35,5424.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,181,2,2
"167","Jan van Schaffelaarplantsoen 15 A","1061 DL","Amsterdam",575000,2021-05-12,"Bestaande bouw","1952",106,388,388,5,4,1,"D","garden",45,4.5,9.92,"West","indoor",35,5424.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,97,3,0
"168","Herman Gorterlaan 193","5644 SK","Eindhoven",160000,2021-05-13,"Bestaande bouw","1975",69,222,222,2,1,1,"D","terras/balkon",0,0,0,"NoGarden","indoor",10,2318.8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,66,0,0
"169","Camperstraat 44 1","1091 AH","Amsterdam",440000,2021-05-13,"Bestaande bouw","1960",66,206,206,3,2,1,"B","terras/balkon",0,0,0,"NoGarden","indoor",16,6666.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,114,0,1
